date,province,salinity_ppt,salinity_daily,ph
2024-04-01,Kien Giang,4.04,4.04,
2024-04-01,Soc Trang,5.11,5.11,
2024-04-02,Bac Lieu,6.23,6.23,
2024-04-02,Ben Tre,4.83,4.83,
2024-04-02,Ca Mau,6.43,6.43,
2024-04-02,Kien Giang,4.5,4.5,
2024-04-02,Soc Trang,4.7,4.7,
2024-04-03,Bac Lieu,14.6175,14.6175,
2024-04-03,Ben Tre,10.682142857142855,10.682142857142855,
2024-04-03,Ca Mau,19.103333333333335,19.103333333333335,
2024-04-03,Kien Giang,8.709999999999999,8.709999999999999,
2024-04-03,Soc Trang,5.790000000000001,5.790000000000001,
2024-04-04,Bac Lieu,5.97,5.97,
2024-04-04,Ben Tre,4.76,4.76,
2024-04-04,Ca Mau,6.48,6.48,
2024-04-04,Kien Giang,3.96,3.96,
2024-04-04,Soc Trang,5.07,5.07,
2024-04-05,Bac Lieu,4.94,4.94,
2024-04-05,Ben Tre,4.84,4.84,
2024-04-05,Ca Mau,6.13,6.13,
2024-04-05,Kien Giang,4.37,4.37,
2024-04-05,Soc Trang,4.95,4.95,
2024-04-06,Bac Lieu,5.95,5.95,
2024-04-06,Ben Tre,4.39,4.39,
2024-04-06,Ca Mau,6.29,6.29,
2024-04-06,Kien Giang,4.37,4.37,
2024-04-06,Soc Trang,5.3,5.3,
2024-04-07,Bac Lieu,5.91,5.91,
2024-04-07,Ben Tre,5.05,5.05,
2024-04-07,Ca Mau,6.38,6.38,
2024-04-07,Kien Giang,4.4,4.4,
2024-04-07,Soc Trang,5.39,5.39,
2024-04-08,Bac Lieu,5.79,5.79,
2024-04-08,Ben Tre,4.47,4.47,
2024-04-08,Ca Mau,5.98,5.98,
2024-04-08,Kien Giang,4.86,4.86,
2024-04-08,Soc Trang,5.03,5.03,
2024-04-09,Bac Lieu,5.32,5.32,
2024-04-09,Ben Tre,4.74,4.74,
2024-04-09,Ca Mau,6.08,6.08,
2024-04-09,Kien Giang,3.88,3.88,
2024-04-09,Soc Trang,5.07,5.07,
2024-04-10,Bac Lieu,5.2,5.2,
2024-04-10,Ben Tre,4.84,4.84,
2024-04-10,Ca Mau,5.63,5.63,
2024-04-10,Kien Giang,4.16,4.16,
2024-04-10,Soc Trang,4.87,4.87,
2024-04-11,Bac Lieu,5.39,5.39,
2024-04-11,Ben Tre,4.28,4.28,
2024-04-11,Ca Mau,6.4,6.4,
2024-04-11,Kien Giang,3.95,3.95,
2024-04-11,Soc Trang,5.01,5.01,
2024-04-12,Bac Lieu,5.12,5.12,
2024-04-12,Ben Tre,4.32,4.32,
2024-04-12,Ca Mau,6.42,6.42,
2024-04-12,Kien Giang,3.57,3.57,
2024-04-12,Soc Trang,4.61,4.61,
2024-04-13,Bac Lieu,5.23,5.23,
2024-04-13,Ben Tre,4.04,4.04,
2024-04-13,Ca Mau,6.07,6.07,
2024-04-13,Kien Giang,3.93,3.93,
2024-04-13,Soc Trang,4.57,4.57,
2024-04-14,Bac Lieu,5.18,5.18,
2024-04-14,Ben Tre,4.34,4.34,
2024-04-14,Ca Mau,5.78,5.78,
2024-04-14,Kien Giang,3.59,3.59,
2024-04-14,Soc Trang,5.09,5.09,
2024-04-15,Bac Lieu,4.51,4.51,
2024-04-15,Ben Tre,4.31,4.31,
2024-04-15,Ca Mau,6.16,6.16,
2024-04-15,Kien Giang,3.82,3.82,
2024-04-15,Soc Trang,4.89,4.89,
2024-04-16,Bac Lieu,4.91,4.91,
2024-04-16,Ben Tre,3.72,3.72,
2024-04-16,Ca Mau,5.16,5.16,
2024-04-16,Kien Giang,3.84,3.84,
2024-04-16,Soc Trang,4.58,4.58,
2024-04-17,Bac Lieu,5.42,5.42,
2024-04-17,Ben Tre,3.83,3.83,
2024-04-17,Ca Mau,5.23,5.23,
2024-04-17,Kien Giang,3.48,3.48,
2024-04-17,Soc Trang,4.76,4.76,
2024-04-18,Bac Lieu,5.52,5.52,
2024-04-18,Ben Tre,3.92,3.92,
2024-04-18,Ca Mau,6.07,6.07,
2024-04-18,Kien Giang,3.8,3.8,
2024-04-18,Soc Trang,4.82,4.82,
2024-04-19,Bac Lieu,5.2,5.2,
2024-04-19,Ben Tre,3.95,3.95,
2024-04-19,Ca Mau,5.51,5.51,
2024-04-19,Kien Giang,3.95,3.95,
2024-04-19,Soc Trang,4.95,4.95,
2024-04-20,Bac Lieu,4.67,4.67,
2024-04-20,Ben Tre,4.04,4.04,
2024-04-20,Ca Mau,5.4,5.4,
2024-04-20,Kien Giang,3.8,3.8,
2024-04-20,Soc Trang,4.45,4.45,
2024-04-21,Bac Lieu,4.83,4.83,
2024-04-21,Ben Tre,4.24,4.24,
2024-04-21,Ca Mau,5.26,5.26,
2024-04-21,Kien Giang,3.69,3.69,
2024-04-21,Soc Trang,4.59,4.59,
2024-04-22,Bac Lieu,4.82,4.82,
2024-04-22,Ben Tre,4.61,4.61,
2024-04-22,Ca Mau,5.07,5.07,
2024-04-22,Kien Giang,3.8,3.8,
2024-04-22,Soc Trang,4.07,4.07,
2024-04-23,Bac Lieu,4.73,4.73,
2024-04-23,Ben Tre,4.3,4.3,
2024-04-23,Ca Mau,5.67,5.67,
2024-04-23,Kien Giang,2.94,2.94,
2024-04-23,Soc Trang,4.13,4.13,
2024-04-24,Bac Lieu,4.11,4.11,
2024-04-24,Ben Tre,3.64,3.64,
2024-04-24,Ca Mau,5.24,5.24,
2024-04-24,Kien Giang,3.53,3.53,
2024-04-24,Soc Trang,4.03,4.03,
2024-04-25,Bac Lieu,4.07,4.07,
2024-04-25,Ben Tre,3.79,3.79,
2024-04-25,Ca Mau,5.09,5.09,
2024-04-25,Kien Giang,3.34,3.34,
2024-04-25,Soc Trang,3.81,3.81,
2024-04-26,Bac Lieu,4.75,4.75,
2024-04-26,Ben Tre,3.71,3.71,
2024-04-26,Ca Mau,5.21,5.21,
2024-04-26,Kien Giang,3.67,3.67,
2024-04-26,Soc Trang,3.7,3.7,
2024-04-27,Bac Lieu,4.67,4.67,
2024-04-27,Ben Tre,3.82,3.82,
2024-04-27,Ca Mau,5.05,5.05,
2024-04-27,Kien Giang,3.33,3.33,
2024-04-27,Soc Trang,4.41,4.41,
2024-04-28,Bac Lieu,4.02,4.02,
2024-04-28,Ben Tre,3.69,3.69,
2024-04-28,Ca Mau,4.87,4.87,
2024-04-28,Kien Giang,3.53,3.53,
2024-04-28,Soc Trang,4.35,4.35,
2024-04-29,Bac Lieu,4.2,4.2,
2024-04-29,Ben Tre,3.34,3.34,
2024-04-29,Ca Mau,5.02,5.02,
2024-04-29,Kien Giang,3.4,3.4,
2024-04-29,Soc Trang,3.97,3.97,
2024-04-30,Bac Lieu,4.29,4.29,
2024-04-30,Ben Tre,3.66,3.66,
2024-04-30,Ca Mau,4.47,4.47,
2024-04-30,Kien Giang,3.37,3.37,
2024-04-30,Soc Trang,3.72,3.72,
2024-05-01,Bac Lieu,4.05,4.05,
2024-05-01,Ben Tre,3.6,3.6,
2024-05-01,Ca Mau,5.13,5.13,
2024-05-01,Kien Giang,2.61,2.61,
2024-05-01,Soc Trang,3.75,3.75,
2024-05-02,Bac Lieu,3.93,3.93,
2024-05-02,Ben Tre,3.46,3.46,
2024-05-02,Ca Mau,4.56,4.56,
2024-05-02,Kien Giang,3.0,3.0,
2024-05-02,Soc Trang,3.49,3.49,
2024-05-03,Bac Lieu,3.94,3.94,
2024-05-03,Ben Tre,3.25,3.25,
2024-05-03,Ca Mau,4.16,4.16,
2024-05-03,Kien Giang,2.79,2.79,
2024-05-03,Soc Trang,3.71,3.71,
2024-05-04,Bac Lieu,4.3,4.3,
2024-05-04,Ben Tre,3.31,3.31,
2024-05-04,Ca Mau,4.33,4.33,
2024-05-04,Kien Giang,2.72,2.72,
2024-05-04,Soc Trang,3.91,3.91,
2024-05-05,Bac Lieu,3.52,3.52,
2024-05-05,Ben Tre,3.37,3.37,
2024-05-05,Ca Mau,4.12,4.12,
2024-05-05,Kien Giang,2.86,2.86,
2024-05-05,Soc Trang,3.41,3.41,
2024-05-06,Bac Lieu,3.9,3.9,
2024-05-06,Ben Tre,3.13,3.13,
2024-05-06,Ca Mau,4.19,4.19,
2024-05-06,Kien Giang,2.41,2.41,
2024-05-06,Soc Trang,3.32,3.32,
2024-05-07,Bac Lieu,3.69,3.69,
2024-05-07,Ben Tre,3.58,3.58,
2024-05-07,Ca Mau,4.34,4.34,
2024-05-07,Kien Giang,3.09,3.09,
2024-05-07,Soc Trang,3.11,3.11,
2024-05-08,Bac Lieu,3.53,3.53,
2024-05-08,Ben Tre,3.68,3.68,
2024-05-08,Ca Mau,3.84,3.84,
2024-05-08,Kien Giang,2.83,2.83,
2024-05-08,Soc Trang,3.44,3.44,
2024-05-09,Bac Lieu,3.34,3.34,
2024-05-09,Ben Tre,3.36,3.36,
2024-05-09,Ca Mau,4.02,4.02,
2024-05-09,Kien Giang,2.63,2.63,
2024-05-09,Soc Trang,2.97,2.97,
2024-05-10,Bac Lieu,3.38,3.38,
2024-05-10,Ben Tre,2.57,2.57,
2024-05-10,Ca Mau,3.89,3.89,
2024-05-10,Kien Giang,2.95,2.95,
2024-05-10,Soc Trang,2.99,2.99,
2024-05-11,Bac Lieu,3.38,3.38,
2024-05-11,Ben Tre,2.71,2.71,
2024-05-11,Ca Mau,3.39,3.39,
2024-05-11,Kien Giang,2.86,2.86,
2024-05-11,Soc Trang,3.24,3.24,
2024-05-12,Bac Lieu,3.64,3.64,
2024-05-12,Ben Tre,2.69,2.69,
2024-05-12,Ca Mau,3.77,3.77,
2024-05-12,Kien Giang,2.62,2.62,
2024-05-12,Soc Trang,3.58,3.58,
2024-05-13,Bac Lieu,3.53,3.53,
2024-05-13,Ben Tre,2.87,2.87,
2024-05-13,Ca Mau,3.09,3.09,
2024-05-13,Kien Giang,2.35,2.35,
2024-05-13,Soc Trang,3.1,3.1,
2024-05-14,Bac Lieu,3.38,3.38,
2024-05-14,Ben Tre,2.78,2.78,
2024-05-14,Ca Mau,3.36,3.36,
2024-05-14,Kien Giang,2.46,2.46,
2024-05-14,Soc Trang,2.78,2.78,
2024-05-15,Bac Lieu,3.49,3.49,
2024-05-15,Ben Tre,2.39,2.39,
2024-05-15,Ca Mau,3.09,3.09,
2024-05-15,Kien Giang,2.67,2.67,
2024-05-15,Soc Trang,3.06,3.06,
2024-05-16,Bac Lieu,3.27,3.27,
2024-05-16,Ben Tre,2.89,2.89,
2024-05-16,Ca Mau,3.28,3.28,
2024-05-16,Kien Giang,2.17,2.17,
2024-05-16,Soc Trang,3.05,3.05,
2024-05-17,Bac Lieu,2.94,2.94,
2024-05-17,Ben Tre,2.66,2.66,
2024-05-17,Ca Mau,3.26,3.26,
2024-05-17,Kien Giang,2.55,2.55,
2024-05-17,Soc Trang,2.84,2.84,
2024-05-18,Bac Lieu,2.94,2.94,
2024-05-18,Ben Tre,2.21,2.21,
2024-05-18,Ca Mau,2.99,2.99,
2024-05-18,Kien Giang,2.07,2.07,
2024-05-18,Soc Trang,2.8,2.8,
2024-05-19,Bac Lieu,2.59,2.59,
2024-05-19,Ben Tre,2.23,2.23,
2024-05-19,Ca Mau,3.15,3.15,
2024-05-19,Kien Giang,2.0,2.0,
2024-05-19,Soc Trang,2.62,2.62,
2024-05-20,Bac Lieu,2.48,2.48,
2024-05-20,Ben Tre,2.53,2.53,
2024-05-20,Ca Mau,3.01,3.01,
2024-05-20,Kien Giang,2.29,2.29,
2024-05-20,Soc Trang,2.61,2.61,
2024-05-21,Bac Lieu,2.88,2.88,
2024-05-21,Ben Tre,2.07,2.07,
2024-05-21,Ca Mau,3.35,3.35,
2024-05-21,Kien Giang,2.1,2.1,
2024-05-21,Soc Trang,2.32,2.32,
2024-05-22,Bac Lieu,2.28,2.28,
2024-05-22,Ben Tre,2.09,2.09,
2024-05-22,Ca Mau,2.89,2.89,
2024-05-22,Kien Giang,1.74,1.74,
2024-05-22,Soc Trang,2.5,2.5,
2024-05-23,Bac Lieu,2.36,2.36,
2024-05-23,Ben Tre,2.3,2.3,
2024-05-23,Ca Mau,3.09,3.09,
2024-05-23,Kien Giang,1.93,1.93,
2024-05-23,Soc Trang,2.18,2.18,
2024-05-24,Bac Lieu,2.68,2.68,
2024-05-24,Ben Tre,1.84,1.84,
2024-05-24,Ca Mau,2.49,2.49,
2024-05-24,Kien Giang,1.94,1.94,
2024-05-24,Soc Trang,1.99,1.99,
2024-05-25,Bac Lieu,2.22,2.22,
2024-05-25,Ben Tre,1.57,1.57,
2024-05-25,Ca Mau,2.61,2.61,
2024-05-25,Kien Giang,1.78,1.78,
2024-05-25,Soc Trang,1.68,1.68,
2024-05-26,Bac Lieu,2.5,2.5,
2024-05-26,Ben Tre,1.85,1.85,
2024-05-26,Ca Mau,2.86,2.86,
2024-05-26,Kien Giang,1.81,1.81,
2024-05-26,Soc Trang,2.44,2.44,
2024-05-27,Bac Lieu,2.31,2.31,
2024-05-27,Ben Tre,2.16,2.16,
2024-05-27,Ca Mau,2.36,2.36,
2024-05-27,Can Tho,12.0,,
2024-05-27,Hau Giang,13.0,,
2024-05-27,Kien Giang,9.0,,
2024-05-27,Soc Trang,2.06,2.06,
2024-05-27,Tra Vinh,6.0,,6.0
2024-05-28,Bac Lieu,2.34,2.34,
2024-05-28,Ben Tre,1.64,1.64,
2024-05-28,Ca Mau,2.66,2.66,
2024-05-28,Kien Giang,1.43,1.43,
2024-05-28,Soc Trang,1.95,1.95,
2024-05-29,Bac Lieu,2.23,2.23,
2024-05-29,Ben Tre,1.8,1.8,
2024-05-29,Ca Mau,1.97,1.97,
2024-05-29,Kien Giang,1.65,1.65,
2024-05-29,Soc Trang,2.16,2.16,
2024-05-30,Bac Lieu,2.4,2.4,
2024-05-30,Ben Tre,1.37,1.37,
2024-05-30,Ca Mau,2.36,2.36,
2024-05-30,Kien Giang,1.47,1.47,
2024-05-30,Soc Trang,1.56,1.56,
2024-05-31,Bac Lieu,2.13,2.13,
2024-05-31,Ben Tre,1.61,1.61,
2024-05-31,Ca Mau,2.11,2.11,
2024-05-31,Kien Giang,2.05,2.05,
2024-05-31,Soc Trang,2.16,2.16,
2024-06-01,Bac Lieu,2.3,2.3,
2024-06-01,Ben Tre,1.79,1.79,
2024-06-01,Ca Mau,2.0,2.0,
2024-06-01,Kien Giang,1.34,1.34,
2024-06-01,Soc Trang,1.37,1.37,
2024-06-02,Bac Lieu,1.36,1.36,
2024-06-02,Ben Tre,1.6,1.6,
2024-06-02,Ca Mau,1.7,1.7,
2024-06-02,Kien Giang,1.31,1.31,
2024-06-02,Soc Trang,1.27,1.27,
2024-06-03,Bac Lieu,1.71,1.71,
2024-06-03,Ben Tre,1.46,1.46,
2024-06-03,Ca Mau,1.63,1.63,
2024-06-03,Kien Giang,1.41,1.41,
2024-06-03,Soc Trang,1.51,1.51,
2024-06-04,Bac Lieu,1.74,1.74,
2024-06-04,Ben Tre,1.28,1.28,
2024-06-04,Ca Mau,1.5,1.5,
2024-06-04,Kien Giang,1.04,1.04,
2024-06-04,Soc Trang,1.58,1.58,
2024-06-05,Bac Lieu,1.04,1.04,
2024-06-05,Ben Tre,1.38,1.38,
2024-06-05,Ca Mau,1.65,1.65,
2024-06-05,Kien Giang,1.87,1.87,
2024-06-05,Soc Trang,1.6,1.6,
2024-06-06,Bac Lieu,1.38,1.38,
2024-06-06,Ben Tre,1.16,1.16,
2024-06-06,Ca Mau,1.51,1.51,
2024-06-06,Kien Giang,1.26,1.26,
2024-06-06,Soc Trang,1.36,1.36,
2024-06-07,Bac Lieu,1.3,1.3,
2024-06-07,Ben Tre,1.07,1.07,
2024-06-07,Ca Mau,1.35,1.35,
2024-06-07,Kien Giang,1.22,1.22,
2024-06-07,Soc Trang,1.18,1.18,
2024-06-08,Bac Lieu,1.49,1.49,
2024-06-08,Ben Tre,1.43,1.43,
2024-06-08,Ca Mau,1.96,1.96,
2024-06-08,Kien Giang,0.78,0.78,
2024-06-08,Soc Trang,1.32,1.32,
2024-06-09,Bac Lieu,1.0,1.0,
2024-06-09,Ben Tre,0.82,0.82,
2024-06-09,Ca Mau,1.64,1.64,
2024-06-09,Kien Giang,1.0,1.0,
2024-06-09,Soc Trang,1.41,1.41,
2024-06-10,Bac Lieu,0.6,0.6,
2024-06-10,Ben Tre,0.79,0.79,
2024-06-10,Ca Mau,1.22,1.22,
2024-06-10,Kien Giang,0.99,0.99,
2024-06-10,Soc Trang,1.28,1.28,
2024-06-11,Bac Lieu,1.23,1.23,
2024-06-11,Ben Tre,0.84,0.84,
2024-06-11,Ca Mau,0.89,0.89,
2024-06-11,Kien Giang,0.37,0.37,
2024-06-11,Soc Trang,0.9,0.9,
2024-06-12,Bac Lieu,1.25,1.25,
2024-06-12,Ben Tre,0.67,0.67,
2024-06-12,Ca Mau,1.17,1.17,
2024-06-12,Kien Giang,0.84,0.84,
2024-06-12,Soc Trang,0.68,0.68,
2024-06-13,Bac Lieu,1.39,1.39,
2024-06-13,Ben Tre,0.43,0.43,
2024-06-13,Ca Mau,1.06,1.06,
2024-06-13,Kien Giang,0.9,0.9,
2024-06-13,Soc Trang,1.04,1.04,
2024-06-14,Bac Lieu,1.34,1.34,
2024-06-14,Ben Tre,1.33,1.33,
2024-06-14,Ca Mau,1.23,1.23,
2024-06-14,Kien Giang,0.2,0.2,
2024-06-14,Soc Trang,1.25,1.25,
2024-06-15,Bac Lieu,0.93,0.93,
2024-06-15,Ben Tre,0.59,0.59,
2024-06-15,Ca Mau,1.32,1.32,
2024-06-15,Kien Giang,0.78,0.78,
2024-06-15,Soc Trang,1.1,1.1,
2024-06-16,Bac Lieu,1.24,1.24,
2024-06-16,Ben Tre,0.99,0.99,
2024-06-16,Ca Mau,1.27,1.27,
2024-06-16,Kien Giang,0.97,0.97,
2024-06-16,Soc Trang,1.17,1.17,
2024-06-17,Bac Lieu,0.7,0.7,
2024-06-17,Ben Tre,0.71,0.71,
2024-06-17,Ca Mau,1.17,1.17,
2024-06-17,Kien Giang,0.33,0.33,
2024-06-17,Soc Trang,0.78,0.78,
2024-06-18,Bac Lieu,1.24,1.24,
2024-06-18,Ben Tre,0.82,0.82,
2024-06-18,Ca Mau,1.13,1.13,
2024-06-18,Kien Giang,0.72,0.72,
2024-06-18,Soc Trang,0.76,0.76,
2024-06-19,Bac Lieu,1.16,1.16,
2024-06-19,Ben Tre,0.94,0.94,
2024-06-19,Ca Mau,1.5,1.5,
2024-06-19,Kien Giang,0.73,0.73,
2024-06-19,Soc Trang,1.25,1.25,
2024-06-20,Bac Lieu,1.39,1.39,
2024-06-20,Ben Tre,0.84,0.84,
2024-06-20,Ca Mau,1.8,1.8,
2024-06-20,Kien Giang,0.71,0.71,
2024-06-20,Soc Trang,0.6,0.6,
2024-06-21,Bac Lieu,1.26,1.26,
2024-06-21,Ben Tre,0.62,0.62,
2024-06-21,Ca Mau,1.11,1.11,
2024-06-21,Kien Giang,0.76,0.76,
2024-06-21,Soc Trang,1.08,1.08,
2024-06-22,Bac Lieu,1.18,1.18,
2024-06-22,Ben Tre,0.75,0.75,
2024-06-22,Ca Mau,0.98,0.98,
2024-06-22,Kien Giang,0.55,0.55,
2024-06-22,Soc Trang,0.68,0.68,
2024-06-23,Bac Lieu,1.03,1.03,
2024-06-23,Ben Tre,1.03,1.03,
2024-06-23,Ca Mau,1.51,1.51,
2024-06-23,Kien Giang,0.89,0.89,
2024-06-23,Soc Trang,1.69,1.69,
2024-06-24,Bac Lieu,0.65,0.65,
2024-06-24,Ben Tre,1.38,1.38,
2024-06-24,Ca Mau,1.2,1.2,
2024-06-24,Kien Giang,0.59,0.59,
2024-06-24,Soc Trang,1.44,1.44,
2024-06-25,Bac Lieu,1.15,1.15,
2024-06-25,Ben Tre,1.38,1.38,
2024-06-25,Ca Mau,0.86,0.86,
2024-06-25,Kien Giang,0.98,0.98,
2024-06-25,Soc Trang,0.68,0.68,
2024-06-26,Bac Lieu,0.44,0.44,
2024-06-26,Ben Tre,1.05,1.05,
2024-06-26,Ca Mau,0.89,0.89,
2024-06-26,Kien Giang,0.77,0.77,
2024-06-26,Soc Trang,0.36,0.36,
2024-06-27,Bac Lieu,1.55,1.55,
2024-06-27,Ben Tre,1.18,1.18,
2024-06-27,Ca Mau,1.37,1.37,
2024-06-27,Kien Giang,0.89,0.89,
2024-06-27,Soc Trang,1.7,1.7,
2024-06-28,Bac Lieu,1.01,1.01,
2024-06-28,Ben Tre,0.96,0.96,
2024-06-28,Ca Mau,1.26,1.26,
2024-06-28,Kien Giang,0.58,0.58,
2024-06-28,Soc Trang,0.8,0.8,
2024-06-29,Bac Lieu,1.37,1.37,
2024-06-29,Ben Tre,1.42,1.42,
2024-06-29,Ca Mau,1.18,1.18,
2024-06-29,Kien Giang,0.52,0.52,
2024-06-29,Soc Trang,0.84,0.84,
2024-06-30,Bac Lieu,1.01,1.01,
2024-06-30,Ben Tre,0.94,0.94,
2024-06-30,Ca Mau,1.65,1.65,
2024-06-30,Kien Giang,0.72,0.72,
2024-06-30,Soc Trang,0.52,0.52,
2024-07-01,Bac Lieu,1.53,1.53,
