date,province,salinity_ppt
2024-09-09,Ben Tre,1.04
2024-09-10,Ben Tre,1.0
2024-09-11,Ben Tre,0.58
2024-09-12,Ben Tre,0.95
2024-09-13,Ben Tre,0.92
2024-09-14,Ben Tre,1.37
2024-09-15,Ben Tre,0.97
2024-09-16,Ben Tre,0.84
2024-09-17,Ben Tre,1.13
2024-09-18,Ben Tre,0.75
2024-09-19,Ben Tre,1.19
2024-09-20,Ben Tre,0.81
2024-09-21,Ben Tre,0.85
2024-09-22,Ben Tre,1.33
2024-09-23,Ben Tre,0.83
2024-09-24,Ben Tre,0.91
2024-09-25,Ben Tre,1.25
2024-09-26,Ben Tre,1.08
2024-09-27,Ben Tre,0.8
2024-09-28,Ben Tre,0.31
2024-09-29,Ben Tre,0.95
2024-09-30,Ben Tre,1.09
2024-10-01,Ben Tre,0.64
2024-10-02,Ben Tre,0.92
2024-10-03,Ben Tre,0.84
2024-10-04,Ben Tre,0.84
2024-10-05,Ben Tre,1.13
2024-10-06,Ben Tre,0.91
2024-10-07,Ben Tre,1.4
2024-10-08,Ben Tre,0.61
2024-10-09,Ben Tre,0.82
2024-10-10,Ben Tre,0.84
2024-10-11,Ben Tre,0.51
2024-10-12,Ben Tre,0.68
2024-10-13,Ben Tre,1.05
2024-10-14,Ben Tre,0.81
2024-10-15,Ben Tre,0.99
2024-10-16,Ben Tre,0.73
2024-10-17,Ben Tre,1.06
2024-10-18,Ben Tre,0.84
2024-10-19,Ben Tre,1.11
2024-10-20,Ben Tre,0.74
2024-10-21,Ben Tre,1.26
2024-10-22,Ben Tre,0.91
2024-10-23,Ben Tre,0.99
2024-10-24,Ben Tre,0.41
2024-10-25,Ben Tre,1.19
2024-10-26,Ben Tre,0.81
2024-10-27,Ben Tre,0.93
2024-10-28,Ben Tre,0.89
2024-10-29,Ben Tre,0.9
2024-10-30,Ben Tre,0.69
2024-10-31,Ben Tre,0.83
2024-11-01,Ben Tre,0.79
2024-11-02,Ben Tre,1.18
2024-11-03,Ben Tre,0.79
2024-11-04,Ben Tre,1.07
2024-11-05,Ben Tre,1.06
2024-11-06,Ben Tre,0.98
2024-11-07,Ben Tre,0.66
2024-11-08,Ben Tre,0.98
2024-11-09,Ben Tre,1.02
2024-11-10,Ben Tre,0.54
2024-11-11,Ben Tre,1.12
2024-11-12,Ben Tre,1.21
2024-11-13,Ben Tre,0.91
2024-11-14,Ben Tre,0.66
2024-11-15,Ben Tre,1.18
2024-11-16,Ben Tre,0.96
2024-11-17,Ben Tre,0.96
2024-11-18,Ben Tre,0.81
2024-11-19,Ben Tre,0.96
2024-11-20,Ben Tre,0.77
2024-11-21,Ben Tre,1.4
2024-11-22,Ben Tre,0.52
2024-11-23,Ben Tre,1.49
2024-11-24,Ben Tre,1.67
2024-11-25,Ben Tre,1.38
2024-11-26,Ben Tre,1.34
2024-11-27,Ben Tre,1.47
2024-11-28,Ben Tre,1.88
2024-11-29,Ben Tre,1.83
2024-11-30,Ben Tre,1.86
2024-12-01,Ben Tre,1.98
2024-12-02,Ben Tre,1.08
2024-12-03,Ben Tre,1.88
2024-12-04,Ben Tre,2.1
2024-12-05,Ben Tre,2.19
2024-12-06,Ben Tre,2.22
2024-12-07,Ben Tre,2.57
2024-12-08,Ben Tre,2.68
2024-12-09,Ben Tre,2.4
2024-12-10,Ben Tre,2.54
2024-12-11,Ben Tre,2.63
2024-12-12,Ben Tre,2.13
2024-12-13,Ben Tre,2.49
2024-12-14,Ben Tre,2.55
2024-12-15,Ben Tre,2.5
2024-12-16,Ben Tre,2.75
2024-12-17,Ben Tre,2.76
2024-12-18,Ben Tre,3.29
2024-12-19,Ben Tre,3.64
2024-12-20,Ben Tre,3.12
2024-12-21,Ben Tre,2.96
2024-12-22,Ben Tre,3.32
2024-12-23,Ben Tre,3.32
2024-12-24,Ben Tre,3.07
2024-12-25,Ben Tre,3.48
2024-12-26,Ben Tre,3.46
2024-12-27,Ben Tre,3.07
2024-12-28,Ben Tre,3.46
2024-12-29,Ben Tre,3.81
2024-12-30,Ben Tre,3.54
2024-01-01,Ca Mau,4.81
2024-01-02,Ca Mau,4.83
2024-01-03,Ca Mau,4.59
2024-01-04,Ca Mau,4.78
2024-01-05,Ca Mau,5.52
2024-01-06,Ca Mau,5.14
2024-01-07,Ca Mau,5.4
2024-01-08,Ca Mau,5.61
2024-01-09,Ca Mau,5.21
2024-01-10,Ca Mau,5.18
2024-01-11,Ca Mau,5.45
2024-01-12,Ca Mau,5.33
2024-01-13,Ca Mau,6.06
2024-01-14,Ca Mau,5.54
2024-01-15,Ca Mau,5.47
2024-01-16,Ca Mau,5.38
2024-01-17,Ca Mau,5.92
2024-01-18,Ca Mau,5.93
2024-01-19,Ca Mau,6.02
2024-01-20,Ca Mau,6.12
2024-01-21,Ca Mau,6.2
2024-01-22,Ca Mau,6.21
2024-01-23,Ca Mau,5.84
2024-01-24,Ca Mau,6.37
2024-01-25,Ca Mau,6.33
2024-01-26,Ca Mau,6.17
2024-01-27,Ca Mau,6.43
2024-01-28,Ca Mau,6.39
2024-01-29,Ca Mau,6.44
2024-01-30,Ca Mau,6.7
2024-01-31,Ca Mau,6.6
2024-02-01,Ca Mau,6.54
2024-02-02,Ca Mau,6.5
2024-02-03,Ca Mau,6.51
2024-02-04,Ca Mau,6.87
2024-02-05,Ca Mau,6.55
2024-02-06,Ca Mau,6.6
2024-02-07,Ca Mau,6.65
2024-02-08,Ca Mau,6.75
2024-02-09,Ca Mau,6.87
2024-02-10,Ca Mau,6.81
2024-02-11,Ca Mau,7.28
2024-02-12,Ca Mau,6.75
2024-02-13,Ca Mau,7.13
2024-02-14,Ca Mau,6.99
2024-02-15,Ca Mau,7.03
2024-02-16,Ca Mau,7.47
2024-02-17,Ca Mau,7.16
2024-02-18,Ca Mau,7.47
2024-02-19,Ca Mau,7.08
2024-02-20,Ca Mau,6.86
2024-02-21,Ca Mau,7.38
2024-02-22,Ca Mau,7.4
2024-02-23,Ca Mau,7.02
2024-02-24,Ca Mau,7.17
2024-02-25,Ca Mau,6.88
2024-02-26,Ca Mau,7.38
2024-02-27,Ca Mau,7.18
2024-02-28,Ca Mau,7.24
2024-02-29,Ca Mau,7.25
2024-03-01,Ca Mau,7.36
2024-03-02,Ca Mau,7.14
2024-03-03,Ca Mau,6.78
2024-03-04,Ca Mau,7.01
2024-03-05,Ca Mau,6.92
2024-03-06,Ca Mau,7.08
2024-03-07,Ca Mau,7.2
2024-03-08,Ca Mau,7.6
2024-03-09,Ca Mau,6.85
2024-03-10,Ca Mau,7.14
2024-03-11,Ca Mau,7.06
2024-03-12,Ca Mau,6.91
2024-03-13,Ca Mau,6.7
2024-03-14,Ca Mau,7.21
2024-03-15,Ca Mau,6.79
2024-03-16,Ca Mau,6.81
2024-03-17,Ca Mau,7.18
2024-03-18,Ca Mau,7.08
2024-03-19,Ca Mau,6.42
2024-03-20,Ca Mau,6.94
2024-03-21,Ca Mau,6.66
2024-03-22,Ca Mau,6.9
2024-03-23,Ca Mau,6.55
2024-03-24,Ca Mau,6.6
2024-03-25,Ca Mau,6.77
2024-03-26,Ca Mau,6.6
2024-03-27,Ca Mau,6.71
2024-03-28,Ca Mau,6.48
2024-03-29,Ca Mau,6.76
2024-03-30,Ca Mau,6.24
2024-03-31,Ca Mau,5.98
2024-04-01,Ca Mau,6.25
2024-04-02,Ca Mau,6.43
2024-04-03,Ca Mau,19.103333333333335
2024-04-04,Ca Mau,6.48
2024-04-05,Ca Mau,6.13
2024-04-06,Ca Mau,6.29
2024-04-07,Ca Mau,6.38
2024-04-08,Ca Mau,5.98
2024-04-09,Ca Mau,6.08
2024-04-10,Ca Mau,5.63
2024-04-11,Ca Mau,6.4
2024-04-12,Ca Mau,6.42
2024-04-13,Ca Mau,6.07
2024-04-14,Ca Mau,5.78
2024-04-15,Ca Mau,6.16
2024-04-16,Ca Mau,5.16
2024-04-17,Ca Mau,5.23
2024-04-18,Ca Mau,6.07
2024-04-19,Ca Mau,5.51
2024-04-20,Ca Mau,5.4
2024-04-21,Ca Mau,5.26
2024-04-22,Ca Mau,5.07
2024-04-23,Ca Mau,5.67
2024-04-24,Ca Mau,5.24
2024-04-25,Ca Mau,5.09
2024-04-26,Ca Mau,5.21
2024-04-27,Ca Mau,5.05
2024-04-28,Ca Mau,4.87
2024-04-29,Ca Mau,5.02
2024-04-30,Ca Mau,4.47
2024-05-01,Ca Mau,5.13
2024-05-02,Ca Mau,4.56
2024-05-03,Ca Mau,4.16
2024-05-04,Ca Mau,4.33
2024-05-05,Ca Mau,4.12
2024-05-06,Ca Mau,4.19
2024-05-07,Ca Mau,4.34
2024-05-08,Ca Mau,3.84
2024-05-09,Ca Mau,4.02
2024-05-10,Ca Mau,3.89
2024-05-11,Ca Mau,3.39
2024-05-12,Ca Mau,3.77
2024-05-13,Ca Mau,3.09
2024-05-14,Ca Mau,3.36
2024-05-15,Ca Mau,3.09
2024-05-16,Ca Mau,3.28
2024-05-17,Ca Mau,3.26
2024-05-18,Ca Mau,2.99
2024-05-19,Ca Mau,3.15
2024-05-20,Ca Mau,3.01
2024-05-21,Ca Mau,3.35
2024-05-22,Ca Mau,2.89
2024-05-23,Ca Mau,3.09
2024-05-24,Ca Mau,2.49
2024-05-25,Ca Mau,2.61
2024-05-26,Ca Mau,2.86
2024-05-27,Ca Mau,2.36
2024-05-28,Ca Mau,2.66
2024-05-29,Ca Mau,1.97
2024-05-30,Ca Mau,2.36
2024-05-31,Ca Mau,2.11
2024-06-01,Ca Mau,2.0
2024-06-02,Ca Mau,1.7
2024-06-03,Ca Mau,1.63
2024-06-04,Ca Mau,1.5
2024-06-05,Ca Mau,1.65
2024-06-06,Ca Mau,1.51
2024-06-07,Ca Mau,1.35
2024-06-08,Ca Mau,1.96
2024-06-09,Ca Mau,1.64
2024-06-10,Ca Mau,1.22
2024-06-11,Ca Mau,0.89
2024-06-12,Ca Mau,1.17
2024-06-13,Ca Mau,1.06
2024-06-14,Ca Mau,1.23
2024-06-15,Ca Mau,1.32
2024-06-16,Ca Mau,1.27
2024-06-17,Ca Mau,1.17
2024-06-18,Ca Mau,1.13
2024-06-19,Ca Mau,1.5
2024-06-20,Ca Mau,1.8
2024-06-21,Ca Mau,1.11
2024-06-22,Ca Mau,0.98
2024-06-23,Ca Mau,1.51
2024-06-24,Ca Mau,1.2
2024-06-25,Ca Mau,0.86
2024-06-26,Ca Mau,0.89
2024-06-27,Ca Mau,1.37
2024-06-28,Ca Mau,1.26
2024-06-29,Ca Mau,1.18
2024-06-30,Ca Mau,1.65
2024-07-01,Ca Mau,1.18
2024-07-02,Ca Mau,1.44
2024-07-03,Ca Mau,1.07
2024-07-04,Ca Mau,1.46
2024-07-05,Ca Mau,1.26
2024-07-06,Ca Mau,1.26
2024-07-07,Ca Mau,0.97
2024-07-08,Ca Mau,1.49
2024-07-09,Ca Mau,1.26
2024-07-10,Ca Mau,1.31
2024-07-11,Ca Mau,0.89
2024-07-12,Ca Mau,1.78
2024-07-13,Ca Mau,1.43
2024-07-14,Ca Mau,1.18
2024-07-15,Ca Mau,1.13
2024-07-16,Ca Mau,1.23
2024-07-17,Ca Mau,1.66
2024-07-18,Ca Mau,1.25
2024-07-19,Ca Mau,1.39
2024-07-20,Ca Mau,1.23
2024-07-21,Ca Mau,1.14
2024-07-22,Ca Mau,1.1
2024-07-23,Ca Mau,1.13
2024-07-24,Ca Mau,0.97
2024-07-25,Ca Mau,1.36
2024-07-26,Ca Mau,0.89
2024-07-27,Ca Mau,1.43
2024-07-28,Ca Mau,1.57
2024-07-29,Ca Mau,1.32
2024-07-30,Ca Mau,0.69
2024-07-31,Ca Mau,0.97
2024-08-01,Ca Mau,1.48
2024-08-02,Ca Mau,1.46
2024-08-03,Ca Mau,0.95
2024-08-04,Ca Mau,1.17
2024-08-05,Ca Mau,1.02
2024-08-06,Ca Mau,1.56
2024-08-07,Ca Mau,0.85
2024-08-08,Ca Mau,1.12
2024-08-09,Ca Mau,1.91
2024-08-10,Ca Mau,1.19
2024-08-11,Ca Mau,0.86
2024-08-12,Ca Mau,1.34
2024-08-13,Ca Mau,1.5
2024-08-14,Ca Mau,0.94
2024-08-15,Ca Mau,1.11
2024-08-16,Ca Mau,1.59
2024-08-17,Ca Mau,0.8
2024-08-18,Ca Mau,1.2
2024-08-19,Ca Mau,1.04
2024-08-20,Ca Mau,1.46
2024-08-21,Ca Mau,1.16
2024-08-22,Ca Mau,1.26
2024-08-23,Ca Mau,0.83
2024-08-24,Ca Mau,0.95
2024-08-25,Ca Mau,1.52
2024-08-26,Ca Mau,1.09
2024-08-27,Ca Mau,1.29
2024-08-28,Ca Mau,1.5
2024-08-29,Ca Mau,1.39
2024-08-30,Ca Mau,1.38
2024-08-31,Ca Mau,0.88
2024-09-01,Ca Mau,1.07
2024-09-02,Ca Mau,1.8
2024-09-03,Ca Mau,1.1
2024-09-04,Ca Mau,1.13
2024-09-05,Ca Mau,1.32
2024-09-06,Ca Mau,1.65
2024-09-07,Ca Mau,1.08
2024-09-08,Ca Mau,1.0
2024-09-09,Ca Mau,0.87
2024-09-10,Ca Mau,1.2
2024-09-11,Ca Mau,1.21
2024-09-12,Ca Mau,1.27
2024-09-13,Ca Mau,0.87
2024-09-14,Ca Mau,0.9
2024-09-15,Ca Mau,1.14
2024-09-16,Ca Mau,0.84
2024-09-17,Ca Mau,1.33
2024-09-18,Ca Mau,1.17
2024-09-19,Ca Mau,0.98
2024-09-20,Ca Mau,0.87
2024-09-21,Ca Mau,1.24
2024-09-22,Ca Mau,1.46
2024-09-23,Ca Mau,1.17
2024-09-24,Ca Mau,0.96
2024-09-25,Ca Mau,1.39
2024-09-26,Ca Mau,1.46
2024-09-27,Ca Mau,1.24
2024-09-28,Ca Mau,1.44
2024-09-29,Ca Mau,0.79
2024-09-30,Ca Mau,0.73
2024-10-01,Ca Mau,1.51
2024-10-02,Ca Mau,1.1
2024-10-03,Ca Mau,0.67
2024-10-04,Ca Mau,1.17
2024-10-05,Ca Mau,1.23
2024-10-06,Ca Mau,1.24
2024-10-07,Ca Mau,1.42
2024-10-08,Ca Mau,1.07
2024-10-09,Ca Mau,1.0
2024-10-10,Ca Mau,1.09
2024-10-11,Ca Mau,1.13
2024-10-12,Ca Mau,1.01
2024-10-13,Ca Mau,1.06
2024-10-14,Ca Mau,1.11
2024-10-15,Ca Mau,1.23
2024-10-16,Ca Mau,0.94
2024-10-17,Ca Mau,0.94
2024-10-18,Ca Mau,1.14
2024-10-19,Ca Mau,1.03
2024-10-20,Ca Mau,1.21
2024-10-21,Ca Mau,0.96
2024-10-22,Ca Mau,0.92
2024-10-23,Ca Mau,1.32
2024-10-24,Ca Mau,1.18
2024-10-25,Ca Mau,1.0
2024-10-26,Ca Mau,1.59
2024-10-27,Ca Mau,1.04
2024-10-28,Ca Mau,0.82
2024-10-29,Ca Mau,1.44
2024-10-30,Ca Mau,1.17
2024-10-31,Ca Mau,1.4
2024-11-01,Ca Mau,1.8
2024-11-02,Ca Mau,1.51
2024-11-03,Ca Mau,1.12
2024-11-04,Ca Mau,0.88
2024-11-05,Ca Mau,0.86
2024-11-06,Ca Mau,0.98
2024-11-07,Ca Mau,0.89
2024-11-08,Ca Mau,0.74
2024-11-09,Ca Mau,1.57
2024-11-10,Ca Mau,1.08
2024-11-11,Ca Mau,1.1
2024-11-12,Ca Mau,1.47
2024-11-13,Ca Mau,0.73
2024-11-14,Ca Mau,1.06
2024-11-15,Ca Mau,1.18
2024-11-16,Ca Mau,1.28
2024-11-17,Ca Mau,1.27
2024-11-18,Ca Mau,1.03
2024-11-19,Ca Mau,1.4
2024-11-20,Ca Mau,1.39
2024-11-21,Ca Mau,1.75
2024-11-22,Ca Mau,1.67
2024-11-23,Ca Mau,1.44
2024-11-24,Ca Mau,2.36
2024-11-25,Ca Mau,2.11
2024-11-26,Ca Mau,2.04
2024-11-27,Ca Mau,1.71
2024-11-28,Ca Mau,2.06
2024-11-29,Ca Mau,2.11
2024-11-30,Ca Mau,1.98
2024-12-01,Ca Mau,2.33
2024-12-02,Ca Mau,2.56
2024-12-03,Ca Mau,2.5
2024-12-04,Ca Mau,2.48
2024-12-05,Ca Mau,2.97
2024-12-06,Ca Mau,2.82
2024-12-07,Ca Mau,2.62
2024-12-08,Ca Mau,2.88
2024-12-09,Ca Mau,2.65
2024-12-10,Ca Mau,3.54
2024-12-11,Ca Mau,3.15
2024-12-12,Ca Mau,3.06
2024-12-13,Ca Mau,3.42
2024-12-14,Ca Mau,3.49
2024-12-15,Ca Mau,3.99
2024-12-16,Ca Mau,3.08
2024-12-17,Ca Mau,3.52
2024-12-18,Ca Mau,3.82
2024-12-19,Ca Mau,3.65
2024-12-20,Ca Mau,3.62
2024-12-21,Ca Mau,3.9
2024-12-22,Ca Mau,4.46
2024-12-23,Ca Mau,4.4
2024-12-24,Ca Mau,4.67
2024-12-25,Ca Mau,4.49
2024-12-26,Ca Mau,4.68
2024-12-27,Ca Mau,3.91
2024-12-28,Ca Mau,4.99
2024-12-29,Ca Mau,4.57
2024-12-30,Ca Mau,4.98
2024-01-01,Kien Giang,3.24
2024-01-02,Kien Giang,2.84
2024-01-03,Kien Giang,3.47
2024-01-04,Kien Giang,3.38
2024-01-05,Kien Giang,3.49
2024-01-06,Kien Giang,3.72
2024-01-07,Kien Giang,3.61
2024-01-08,Kien Giang,3.34
2024-01-09,Kien Giang,3.64
2024-01-10,Kien Giang,3.9
2024-01-11,Kien Giang,3.9
2024-01-12,Kien Giang,3.76
2024-01-13,Kien Giang,3.71
2024-01-14,Kien Giang,4.14
2024-01-15,Kien Giang,3.61
2024-01-16,Kien Giang,4.33
2024-01-17,Kien Giang,3.54
2024-01-18,Kien Giang,4.25
2024-01-19,Kien Giang,3.94
2024-01-20,Kien Giang,3.86
2024-01-21,Kien Giang,4.19
2024-01-22,Kien Giang,3.91
2024-01-23,Kien Giang,4.17
2024-01-24,Kien Giang,4.1
2024-01-25,Kien Giang,3.86
2024-01-26,Kien Giang,4.18
2024-01-27,Kien Giang,4.64
2024-01-28,Kien Giang,4.52
2024-01-29,Kien Giang,4.45
2024-01-30,Kien Giang,4.12
2024-01-31,Kien Giang,4.17
2024-02-01,Kien Giang,4.62
2024-02-02,Kien Giang,4.86
2024-02-03,Kien Giang,4.46
2024-02-04,Kien Giang,4.69
2024-02-05,Kien Giang,4.99
2024-02-06,Kien Giang,4.34
2024-02-07,Kien Giang,4.47
2024-02-08,Kien Giang,4.46
2024-02-09,Kien Giang,4.71
2024-02-10,Kien Giang,4.9
2024-02-11,Kien Giang,4.08
2024-02-12,Kien Giang,5.19
2024-02-13,Kien Giang,4.59
2024-02-14,Kien Giang,4.6
2024-02-15,Kien Giang,4.96
2024-02-16,Kien Giang,4.32
2024-02-17,Kien Giang,4.78
2024-02-18,Kien Giang,4.61
2024-02-19,Kien Giang,4.9
2024-02-20,Kien Giang,4.94
2024-02-21,Kien Giang,4.61
2024-02-22,Kien Giang,4.83
2024-02-23,Kien Giang,4.18
2024-02-24,Kien Giang,5.05
2024-02-25,Kien Giang,4.81
2024-02-26,Kien Giang,5.12
2024-02-27,Kien Giang,4.94
2024-02-28,Kien Giang,4.83
2024-02-29,Kien Giang,5.19
2024-03-01,Kien Giang,5.06
2024-03-02,Kien Giang,4.56
2024-03-03,Kien Giang,4.53
2024-03-04,Kien Giang,4.83
2024-03-05,Kien Giang,4.74
2024-03-06,Kien Giang,4.86
2024-03-07,Kien Giang,5.23
2024-03-08,Kien Giang,4.73
2024-03-09,Kien Giang,4.5
2024-03-10,Kien Giang,4.54
2024-03-11,Kien Giang,4.87
2024-03-12,Kien Giang,4.67
2024-03-13,Kien Giang,4.55
2024-03-14,Kien Giang,5.16
2024-03-15,Kien Giang,4.84
2024-03-16,Kien Giang,5.11
2024-03-17,Kien Giang,4.87
2024-03-18,Kien Giang,4.4
2024-03-19,Kien Giang,5.35
2024-03-20,Kien Giang,4.63
2024-03-21,Kien Giang,4.44
2024-03-22,Kien Giang,4.15
2024-03-23,Kien Giang,4.87
2024-03-24,Kien Giang,4.6
2024-03-25,Kien Giang,4.18
2024-03-26,Kien Giang,4.77
2024-03-27,Kien Giang,4.48
2024-03-28,Kien Giang,4.34
2024-03-29,Kien Giang,4.35
2024-03-30,Kien Giang,4.34
2024-03-31,Kien Giang,4.06
2024-04-01,Kien Giang,4.04
2024-04-02,Kien Giang,4.5
2024-04-03,Kien Giang,8.709999999999999
2024-04-04,Kien Giang,3.96
2024-04-05,Kien Giang,4.37
2024-04-06,Kien Giang,4.37
2024-04-07,Kien Giang,4.4
2024-04-08,Kien Giang,4.86
2024-04-09,Kien Giang,3.88
2024-04-10,Kien Giang,4.16
2024-04-11,Kien Giang,3.95
2024-04-12,Kien Giang,3.57
2024-04-13,Kien Giang,3.93
2024-04-14,Kien Giang,3.59
2024-04-15,Kien Giang,3.82
2024-04-16,Kien Giang,3.84
2024-04-17,Kien Giang,3.48
2024-04-18,Kien Giang,3.8
2024-04-19,Kien Giang,3.95
2024-04-20,Kien Giang,3.8
2024-04-21,Kien Giang,3.69
2024-04-22,Kien Giang,3.8
2024-04-23,Kien Giang,2.94
2024-04-24,Kien Giang,3.53
2024-04-25,Kien Giang,3.34
2024-04-26,Kien Giang,3.67
2024-04-27,Kien Giang,3.33
2024-04-28,Kien Giang,3.53
2024-04-29,Kien Giang,3.4
2024-04-30,Kien Giang,3.37
2024-05-01,Kien Giang,2.61
2024-05-02,Kien Giang,3.0
2024-05-03,Kien Giang,2.79
2024-05-04,Kien Giang,2.72
2024-05-05,Kien Giang,2.86
2024-05-06,Kien Giang,2.41
2024-05-07,Kien Giang,3.09
2024-05-08,Kien Giang,2.83
2024-05-09,Kien Giang,2.63
2024-05-10,Kien Giang,2.95
2024-05-11,Kien Giang,2.86
2024-05-12,Kien Giang,2.62
2024-05-13,Kien Giang,2.35
2024-05-14,Kien Giang,2.46
2024-05-15,Kien Giang,2.67
2024-05-16,Kien Giang,2.17
2024-05-17,Kien Giang,2.55
2024-05-18,Kien Giang,2.07
2024-05-19,Kien Giang,2.0
2024-05-20,Kien Giang,2.29
2024-05-21,Kien Giang,2.1
2024-05-22,Kien Giang,1.74
2024-05-23,Kien Giang,1.93
2024-05-24,Kien Giang,1.94
2024-05-25,Kien Giang,1.78
2024-05-26,Kien Giang,1.81
2024-05-27,Kien Giang,1.65
2024-05-28,Kien Giang,1.43
2024-05-29,Kien Giang,1.65
2024-05-30,Kien Giang,1.47
2024-05-31,Kien Giang,2.05
