date,province,salinity_ppt
2024-06-01,Kien Giang,1.34
2024-06-02,Kien Giang,1.31
2024-06-03,Kien Giang,1.41
2024-06-04,Kien Giang,1.04
2024-06-05,Kien Giang,1.87
2024-06-06,Kien Giang,1.26
2024-06-07,Kien Giang,1.22
2024-06-08,Kien Giang,0.78
2024-06-09,Kien Giang,1.0
2024-06-10,Kien Giang,0.99
2024-06-11,Kien Giang,0.37
2024-06-12,Kien Giang,0.84
2024-06-13,Kien Giang,0.9
2024-06-14,Kien Giang,0.2
2024-06-15,Kien Giang,0.78
2024-06-16,Kien Giang,0.97
2024-06-17,Kien Giang,0.33
2024-06-18,Kien Giang,0.72
2024-06-19,Kien Giang,0.73
2024-06-20,Kien Giang,0.71
2024-06-21,Kien Giang,0.76
2024-06-22,Kien Giang,0.55
2024-06-23,Kien Giang,0.89
2024-06-24,Kien Giang,0.59
2024-06-25,Kien Giang,0.98
2024-06-26,Kien Giang,0.77
2024-06-27,Kien Giang,0.89
2024-06-28,Kien Giang,0.58
2024-06-29,Kien Giang,0.52
2024-06-30,Kien Giang,0.72
2024-07-01,Kien Giang,0.98
2024-07-02,Kien Giang,0.98
2024-07-03,Kien Giang,0.76
2024-07-04,Kien Giang,0.34
2024-07-05,Kien Giang,0.45
2024-07-06,Kien Giang,1.15
2024-07-07,Kien Giang,1.32
2024-07-08,Kien Giang,0.65
2024-07-09,Kien Giang,0.72
2024-07-10,Kien Giang,0.48
2024-07-11,Kien Giang,0.77
2024-07-12,Kien Giang,1.01
2024-07-13,Kien Giang,0.96
2024-07-14,Kien Giang,0.83
2024-07-15,Kien Giang,0.94
2024-07-16,Kien Giang,0.51
2024-07-17,Kien Giang,1.18
2024-07-18,Kien Giang,0.92
2024-07-19,Kien Giang,0.51
2024-07-20,Kien Giang,0.76
2024-07-21,Kien Giang,0.94
2024-07-22,Kien Giang,0.49
2024-07-23,Kien Giang,0.71
2024-07-24,Kien Giang,0.63
2024-07-25,Kien Giang,0.59
2024-07-26,Kien Giang,1.03
2024-07-27,Kien Giang,1.08
2024-07-28,Kien Giang,0.99
2024-07-29,Kien Giang,1.35
2024-07-30,Kien Giang,0.88
2024-07-31,Kien Giang,0.87
2024-08-01,Kien Giang,1.16
2024-08-02,Kien Giang,1.3
2024-08-03,Kien Giang,1.03
2024-08-04,Kien Giang,1.15
2024-08-05,Kien Giang,0.62
2024-08-06,Kien Giang,1.18
2024-08-07,Kien Giang,0.68
2024-08-08,Kien Giang,0.97
2024-08-09,Kien Giang,0.85
2024-08-10,Kien Giang,0.71
2024-08-11,Kien Giang,0.74
2024-08-12,Kien Giang,0.23
2024-08-13,Kien Giang,0.53
2024-08-14,Kien Giang,0.62
2024-08-15,Kien Giang,0.64
2024-08-16,Kien Giang,1.21
2024-08-17,Kien Giang,1.04
2024-08-18,Kien Giang,0.81
2024-08-19,Kien Giang,0.55
2024-08-20,Kien Giang,0.96
2024-08-21,Kien Giang,0.73
2024-08-22,Kien Giang,1.15
2024-08-23,Kien Giang,0.71
2024-08-24,Kien Giang,1.2
2024-08-25,Kien Giang,0.9
2024-08-26,Kien Giang,0.39
2024-08-27,Kien Giang,0.45
2024-08-28,Kien Giang,0.7
2024-08-29,Kien Giang,1.0
2024-08-30,Kien Giang,0.85
2024-08-31,Kien Giang,0.82
2024-09-01,Kien Giang,0.86
2024-09-02,Kien Giang,0.82
2024-09-03,Kien Giang,1.28
2024-09-04,Kien Giang,0.8
2024-09-05,Kien Giang,0.96
2024-09-06,Kien Giang,1.11
2024-09-07,Kien Giang,0.77
2024-09-08,Kien Giang,0.74
2024-09-09,Kien Giang,0.59
2024-09-10,Kien Giang,0.58
2024-09-11,Kien Giang,0.76
2024-09-12,Kien Giang,1.01
2024-09-13,Kien Giang,0.54
2024-09-14,Kien Giang,0.91
2024-09-15,Kien Giang,0.72
2024-09-16,Kien Giang,0.7
2024-09-17,Kien Giang,0.28
2024-09-18,Kien Giang,0.54
2024-09-19,Kien Giang,0.37
2024-09-20,Kien Giang,0.9
2024-09-21,Kien Giang,0.95
2024-09-22,Kien Giang,0.93
2024-09-23,Kien Giang,0.74
2024-09-24,Kien Giang,0.82
2024-09-25,Kien Giang,0.69
2024-09-26,Kien Giang,0.94
2024-09-27,Kien Giang,0.67
2024-09-28,Kien Giang,0.54
2024-09-29,Kien Giang,0.59
2024-09-30,Kien Giang,0.82
2024-10-01,Kien Giang,0.83
2024-10-02,Kien Giang,0.75
2024-10-03,Kien Giang,1.07
2024-10-04,Kien Giang,1.21
2024-10-05,Kien Giang,0.82
2024-10-06,Kien Giang,0.67
2024-10-07,Kien Giang,0.89
2024-10-08,Kien Giang,1.16
2024-10-09,Kien Giang,0.92
2024-10-10,Kien Giang,1.11
2024-10-11,Kien Giang,0.91
2024-10-12,Kien Giang,0.93
2024-10-13,Kien Giang,1.43
2024-10-14,Kien Giang,0.78
2024-10-15,Kien Giang,1.03
2024-10-16,Kien Giang,1.4
2024-10-17,Kien Giang,1.09
2024-10-18,Kien Giang,0.84
2024-10-19,Kien Giang,1.17
2024-10-20,Kien Giang,0.26
2024-10-21,Kien Giang,0.57
2024-10-22,Kien Giang,1.06
2024-10-23,Kien Giang,0.94
2024-10-24,Kien Giang,0.89
2024-10-25,Kien Giang,0.94
2024-10-26,Kien Giang,0.83
2024-10-27,Kien Giang,0.98
2024-10-28,Kien Giang,1.12
2024-10-29,Kien Giang,0.96
2024-10-30,Kien Giang,1.08
2024-10-31,Kien Giang,1.03
2024-11-01,Kien Giang,0.39
2024-11-02,Kien Giang,0.79
2024-11-03,Kien Giang,0.56
2024-11-04,Kien Giang,1.12
2024-11-05,Kien Giang,1.07
2024-11-06,Kien Giang,0.35
2024-11-07,Kien Giang,0.9
2024-11-08,Kien Giang,0.8
2024-11-09,Kien Giang,0.54
2024-11-10,Kien Giang,0.89
2024-11-11,Kien Giang,0.96
2024-11-12,Kien Giang,0.7
2024-11-13,Kien Giang,1.02
2024-11-14,Kien Giang,0.95
2024-11-15,Kien Giang,0.69
2024-11-16,Kien Giang,0.97
2024-11-17,Kien Giang,0.8
2024-11-18,Kien Giang,1.04
2024-11-19,Kien Giang,1.12
2024-11-20,Kien Giang,0.98
2024-11-21,Kien Giang,0.95
2024-11-22,Kien Giang,1.48
2024-11-23,Kien Giang,0.93
2024-11-24,Kien Giang,0.98
2024-11-25,Kien Giang,1.25
2024-11-26,Kien Giang,1.33
2024-11-27,Kien Giang,1.44
2024-11-28,Kien Giang,1.28
2024-11-29,Kien Giang,0.97
2024-11-30,Kien Giang,2.13
2024-12-01,Kien Giang,1.57
2024-12-02,Kien Giang,1.83
2024-12-03,Kien Giang,1.74
2024-12-04,Kien Giang,1.76
2024-12-05,Kien Giang,2.14
2024-12-06,Kien Giang,2.26
2024-12-07,Kien Giang,1.83
2024-12-08,Kien Giang,2.09
2024-12-09,Kien Giang,1.35
2024-12-10,Kien Giang,2.22
2024-12-11,Kien Giang,2.49
2024-12-12,Kien Giang,2.23
2024-12-13,Kien Giang,1.96
2024-12-14,Kien Giang,2.59
2024-12-15,Kien Giang,2.62
2024-12-16,Kien Giang,2.43
2024-12-17,Kien Giang,2.09
2024-12-18,Kien Giang,2.35
2024-12-19,Kien Giang,3.08
2024-12-20,Kien Giang,3.0
2024-12-21,Kien Giang,3.05
2024-12-22,Kien Giang,2.91
2024-12-23,Kien Giang,2.64
2024-12-24,Kien Giang,2.91
2024-12-25,Kien Giang,2.99
2024-12-26,Kien Giang,2.7
2024-12-27,Kien Giang,3.06
2024-12-28,Kien Giang,3.17
2024-12-29,Kien Giang,3.5
2024-12-30,Kien Giang,3.4
2024-01-01,Soc Trang,3.77
2024-01-02,Soc Trang,3.88
2024-01-03,Soc Trang,3.97
2024-01-04,Soc Trang,4.09
2024-01-05,Soc Trang,4.37
2024-01-06,Soc Trang,4.0
2024-01-07,Soc Trang,3.99
2024-01-08,Soc Trang,3.83
2024-01-09,Soc Trang,4.75
2024-01-10,Soc Trang,4.59
2024-01-11,Soc Trang,4.6
2024-01-12,Soc Trang,4.55
2024-01-13,Soc Trang,4.6
2024-01-14,Soc Trang,4.82
2024-01-15,Soc Trang,4.56
2024-01-16,Soc Trang,4.4
2024-01-17,Soc Trang,4.63
2024-01-18,Soc Trang,4.58
2024-01-19,Soc Trang,5.1
2024-01-20,Soc Trang,5.31
2024-01-21,Soc Trang,4.84
2024-01-22,Soc Trang,4.7
2024-01-23,Soc Trang,5.31
2024-01-24,Soc Trang,4.92
2024-01-25,Soc Trang,4.87
2024-01-26,Soc Trang,5.54
2024-01-27,Soc Trang,5.26
2024-01-28,Soc Trang,5.38
2024-01-29,Soc Trang,5.15
2024-01-30,Soc Trang,5.44
2024-01-31,Soc Trang,5.11
2024-02-01,Soc Trang,5.49
2024-02-02,Soc Trang,5.41
2024-02-03,Soc Trang,5.51
2024-02-04,Soc Trang,5.76
2024-02-05,Soc Trang,5.18
2024-02-06,Soc Trang,5.67
2024-02-07,Soc Trang,5.64
2024-02-08,Soc Trang,5.9
2024-02-09,Soc Trang,5.28
2024-02-10,Soc Trang,5.65
2024-02-11,Soc Trang,5.21
2024-02-12,Soc Trang,5.69
2024-02-13,Soc Trang,5.82
2024-02-14,Soc Trang,5.86
2024-02-15,Soc Trang,5.97
2024-02-16,Soc Trang,5.69
2024-02-17,Soc Trang,5.86
2024-02-18,Soc Trang,5.57
2024-02-19,Soc Trang,5.43
2024-02-20,Soc Trang,5.89
2024-02-21,Soc Trang,5.86
2024-02-22,Soc Trang,5.59
2024-02-23,Soc Trang,6.17
2024-02-24,Soc Trang,5.79
2024-02-25,Soc Trang,5.68
2024-02-26,Soc Trang,5.91
2024-02-27,Soc Trang,5.83
2024-02-28,Soc Trang,5.91
2024-02-29,Soc Trang,5.84
2024-03-01,Soc Trang,6.04
2024-03-02,Soc Trang,5.9
2024-03-03,Soc Trang,5.89
2024-03-04,Soc Trang,6.01
2024-03-05,Soc Trang,6.01
2024-03-06,Soc Trang,5.75
2024-03-07,Soc Trang,5.42
2024-03-08,Soc Trang,5.65
2024-03-09,Soc Trang,5.49
2024-03-10,Soc Trang,5.99
2024-03-11,Soc Trang,5.62
2024-03-12,Soc Trang,5.93
2024-03-13,Soc Trang,5.56
2024-03-14,Soc Trang,5.99
2024-03-15,Soc Trang,5.51
2024-03-16,Soc Trang,5.56
2024-03-17,Soc Trang,5.12
2024-03-18,Soc Trang,5.91
2024-03-19,Soc Trang,6.07
2024-03-20,Soc Trang,5.76
2024-03-21,Soc Trang,5.24
2024-03-22,Soc Trang,5.48
2024-03-23,Soc Trang,5.63
2024-03-24,Soc Trang,5.22
2024-03-25,Soc Trang,5.18
2024-03-26,Soc Trang,5.37
2024-03-27,Soc Trang,5.27
2024-03-28,Soc Trang,5.24
2024-03-29,Soc Trang,5.55
2024-03-30,Soc Trang,5.34
2024-03-31,Soc Trang,5.08
2024-04-01,Soc Trang,5.11
2024-04-02,Soc Trang,4.7
2024-04-03,Soc Trang,5.790000000000001
2024-04-04,Soc Trang,5.07
2024-04-05,Soc Trang,4.95
2024-04-06,Soc Trang,5.3
2024-04-07,Soc Trang,5.39
2024-04-08,Soc Trang,5.03
2024-04-09,Soc Trang,5.07
2024-04-10,Soc Trang,4.87
2024-04-11,Soc Trang,5.01
2024-04-12,Soc Trang,4.61
2024-04-13,Soc Trang,4.57
2024-04-14,Soc Trang,5.09
2024-04-15,Soc Trang,4.89
2024-04-16,Soc Trang,4.58
2024-04-17,Soc Trang,4.76
2024-04-18,Soc Trang,4.82
2024-04-19,Soc Trang,4.95
2024-04-20,Soc Trang,4.45
2024-04-21,Soc Trang,4.59
2024-04-22,Soc Trang,4.07
2024-04-23,Soc Trang,4.13
2024-04-24,Soc Trang,4.03
2024-04-25,Soc Trang,3.81
2024-04-26,Soc Trang,3.7
2024-04-27,Soc Trang,4.41
2024-04-28,Soc Trang,4.35
2024-04-29,Soc Trang,3.97
2024-04-30,Soc Trang,3.72
2024-05-01,Soc Trang,3.75
2024-05-02,Soc Trang,3.49
2024-05-03,Soc Trang,3.71
2024-05-04,Soc Trang,3.91
2024-05-05,Soc Trang,3.41
2024-05-06,Soc Trang,3.32
2024-05-07,Soc Trang,3.11
2024-05-08,Soc Trang,3.44
2024-05-09,Soc Trang,2.97
2024-05-10,Soc Trang,2.99
2024-05-11,Soc Trang,3.24
2024-05-12,Soc Trang,3.58
2024-05-13,Soc Trang,3.1
2024-05-14,Soc Trang,2.78
2024-05-15,Soc Trang,3.06
2024-05-16,Soc Trang,3.05
2024-05-17,Soc Trang,2.84
2024-05-18,Soc Trang,2.8
2024-05-19,Soc Trang,2.62
2024-05-20,Soc Trang,2.61
2024-05-21,Soc Trang,2.32
2024-05-22,Soc Trang,2.5
2024-05-23,Soc Trang,2.18
2024-05-24,Soc Trang,1.99
2024-05-25,Soc Trang,1.68
2024-05-26,Soc Trang,2.44
2024-05-27,Soc Trang,2.06
2024-05-28,Soc Trang,1.95
2024-05-29,Soc Trang,2.16
2024-05-30,Soc Trang,1.56
2024-05-31,Soc Trang,2.16
2024-06-01,Soc Trang,1.37
2024-06-02,Soc Trang,1.27
2024-06-03,Soc Trang,1.51
2024-06-04,Soc Trang,1.58
2024-06-05,Soc Trang,1.6
2024-06-06,Soc Trang,1.36
2024-06-07,Soc Trang,1.18
2024-06-08,Soc Trang,1.32
2024-06-09,Soc Trang,1.41
2024-06-10,Soc Trang,1.28
2024-06-11,Soc Trang,0.9
2024-06-12,Soc Trang,0.68
2024-06-13,Soc Trang,1.04
2024-06-14,Soc Trang,1.25
2024-06-15,Soc Trang,1.1
2024-06-16,Soc Trang,1.17
2024-06-17,Soc Trang,0.78
2024-06-18,Soc Trang,0.76
2024-06-19,Soc Trang,1.25
2024-06-20,Soc Trang,0.6
2024-06-21,Soc Trang,1.08
2024-06-22,Soc Trang,0.68
2024-06-23,Soc Trang,1.69
2024-06-24,Soc Trang,1.44
2024-06-25,Soc Trang,0.68
2024-06-26,Soc Trang,0.36
2024-06-27,Soc Trang,1.7
2024-06-28,Soc Trang,0.8
2024-06-29,Soc Trang,0.84
2024-06-30,Soc Trang,0.52
2024-07-01,Soc Trang,0.9
2024-07-02,Soc Trang,1.01
2024-07-03,Soc Trang,0.79
2024-07-04,Soc Trang,1.42
2024-07-05,Soc Trang,1.23
2024-07-06,Soc Trang,0.73
2024-07-07,Soc Trang,0.89
2024-07-08,Soc Trang,1.49
2024-07-09,Soc Trang,1.15
2024-07-10,Soc Trang,0.67
2024-07-11,Soc Trang,0.93
2024-07-12,Soc Trang,1.23
2024-07-13,Soc Trang,0.76
2024-07-14,Soc Trang,1.11
2024-07-15,Soc Trang,0.67
2024-07-16,Soc Trang,1.11
2024-07-17,Soc Trang,0.8
2024-07-18,Soc Trang,0.97
2024-07-19,Soc Trang,0.75
2024-07-20,Soc Trang,1.14
2024-07-21,Soc Trang,0.39
2024-07-22,Soc Trang,0.58
2024-07-23,Soc Trang,0.95
2024-07-24,Soc Trang,0.99
2024-07-25,Soc Trang,1.05
2024-07-26,Soc Trang,0.86
2024-07-27,Soc Trang,0.68
2024-07-28,Soc Trang,0.86
2024-07-29,Soc Trang,0.85
2024-07-30,Soc Trang,1.1
2024-07-31,Soc Trang,0.82
2024-08-01,Soc Trang,0.55
2024-08-02,Soc Trang,0.93
2024-08-03,Soc Trang,1.36
2024-08-04,Soc Trang,0.87
2024-08-05,Soc Trang,0.97
2024-08-06,Soc Trang,1.0
2024-08-07,Soc Trang,0.75
2024-08-08,Soc Trang,0.79
2024-08-09,Soc Trang,0.22
2024-08-10,Soc Trang,0.73
2024-08-11,Soc Trang,1.05
2024-08-12,Soc Trang,1.2
2024-08-13,Soc Trang,0.83
2024-08-14,Soc Trang,1.35
2024-08-15,Soc Trang,1.26
2024-08-16,Soc Trang,0.82
2024-08-17,Soc Trang,0.81
2024-08-18,Soc Trang,0.9
2024-08-19,Soc Trang,1.02
2024-08-20,Soc Trang,1.22
2024-08-21,Soc Trang,0.76
2024-08-22,Soc Trang,0.9
2024-08-23,Soc Trang,1.17
2024-08-24,Soc Trang,1.05
2024-08-25,Soc Trang,1.18
2024-08-26,Soc Trang,1.19
2024-08-27,Soc Trang,1.22
2024-08-28,Soc Trang,0.39
2024-08-29,Soc Trang,1.14
2024-08-30,Soc Trang,0.8
2024-08-31,Soc Trang,1.01
2024-09-01,Soc Trang,1.1
2024-09-02,Soc Trang,0.98
2024-09-03,Soc Trang,1.13
2024-09-04,Soc Trang,0.9
2024-09-05,Soc Trang,0.87
2024-09-06,Soc Trang,1.21
2024-09-07,Soc Trang,0.72
2024-09-08,Soc Trang,1.08
2024-09-09,Soc Trang,0.52
2024-09-10,Soc Trang,0.97
2024-09-11,Soc Trang,1.45
2024-09-12,Soc Trang,0.9
2024-09-13,Soc Trang,1.01
2024-09-14,Soc Trang,1.0
2024-09-15,Soc Trang,0.9
2024-09-16,Soc Trang,0.67
2024-09-17,Soc Trang,0.54
2024-09-18,Soc Trang,0.84
2024-09-19,Soc Trang,1.1
2024-09-20,Soc Trang,0.73
2024-09-21,Soc Trang,0.95
2024-09-22,Soc Trang,1.01
2024-09-23,Soc Trang,0.3
2024-09-24,Soc Trang,0.94
2024-09-25,Soc Trang,0.8
2024-09-26,Soc Trang,1.26
2024-09-27,Soc Trang,0.91
2024-09-28,Soc Trang,0.88
2024-09-29,Soc Trang,0.76
2024-09-30,Soc Trang,0.74
2024-10-01,Soc Trang,0.65
2024-10-02,Soc Trang,0.87
2024-10-03,Soc Trang,1.13
2024-10-04,Soc Trang,0.65
2024-10-05,Soc Trang,1.02
2024-10-06,Soc Trang,1.0
2024-10-07,Soc Trang,0.88
2024-10-08,Soc Trang,0.76
2024-10-09,Soc Trang,1.49
2024-10-10,Soc Trang,1.19
2024-10-11,Soc Trang,0.82
2024-10-12,Soc Trang,1.02
2024-10-13,Soc Trang,1.14
2024-10-14,Soc Trang,1.09
2024-10-15,Soc Trang,1.06
2024-10-16,Soc Trang,0.42
2024-10-17,Soc Trang,0.79
2024-10-18,Soc Trang,0.98
2024-10-19,Soc Trang,1.15
2024-10-20,Soc Trang,1.21
2024-10-21,Soc Trang,1.05
2024-10-22,Soc Trang,1.0
2024-10-23,Soc Trang,0.67
2024-10-24,Soc Trang,0.64
2024-10-25,Soc Trang,0.87
2024-10-26,Soc Trang,1.25
2024-10-27,Soc Trang,1.02
2024-10-28,Soc Trang,1.1
2024-10-29,Soc Trang,0.92
2024-10-30,Soc Trang,0.82
2024-10-31,Soc Trang,1.25
2024-11-01,Soc Trang,1.01
2024-11-02,Soc Trang,1.17
2024-11-03,Soc Trang,0.68
2024-11-04,Soc Trang,0.82
2024-11-05,Soc Trang,0.81
2024-11-06,Soc Trang,0.75
2024-11-07,Soc Trang,1.31
2024-11-08,Soc Trang,1.29
2024-11-09,Soc Trang,1.07
2024-11-10,Soc Trang,1.59
2024-11-11,Soc Trang,1.31
2024-11-12,Soc Trang,0.74
2024-11-13,Soc Trang,1.33
2024-11-14,Soc Trang,0.81
2024-11-15,Soc Trang,1.14
2024-11-16,Soc Trang,0.66
2024-11-17,Soc Trang,0.82
2024-11-18,Soc Trang,0.87
2024-11-19,Soc Trang,1.2
2024-11-20,Soc Trang,1.0
2024-11-21,Soc Trang,1.26
2024-11-22,Soc Trang,1.14
2024-11-23,Soc Trang,1.26
2024-11-24,Soc Trang,1.84
2024-11-25,Soc Trang,1.45
2024-11-26,Soc Trang,1.78
2024-11-27,Soc Trang,2.0
2024-11-28,Soc Trang,1.75
2024-11-29,Soc Trang,1.61
2024-11-30,Soc Trang,1.94
2024-12-01,Soc Trang,2.08
2024-12-02,Soc Trang,2.13
2024-12-03,Soc Trang,2.24
2024-12-04,Soc Trang,2.17
2024-12-05,Soc Trang,2.26
2024-12-06,Soc Trang,2.67
2024-12-07,Soc Trang,2.19
2024-12-08,Soc Trang,2.35
2024-12-09,Soc Trang,2.58
2024-12-10,Soc Trang,2.88
2024-12-11,Soc Trang,2.46
2024-12-12,Soc Trang,2.79
2024-12-13,Soc Trang,2.63
2024-12-14,Soc Trang,2.88
2024-12-15,Soc Trang,2.59
2024-12-16,Soc Trang,2.9
2024-12-17,Soc Trang,3.02
2024-12-18,Soc Trang,3.31
2024-12-19,Soc Trang,3.23
2024-12-20,Soc Trang,3.29
2024-12-21,Soc Trang,3.05
2024-12-22,Soc Trang,3.0
2024-12-23,Soc Trang,3.47
2024-12-24,Soc Trang,3.23
2024-12-25,Soc Trang,3.19
2024-12-26,Soc Trang,3.78
2024-12-27,Soc Trang,3.86
2024-12-28,Soc Trang,3.8
2024-12-29,Soc Trang,4.08
2024-12-30,Soc Trang,3.69
